通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
医用护理垫-成人纸尿裤型 医用护理垫-成人纸尿裤型    60*80cm*10片/包,医用护理垫-成人纸尿裤型 ,60*80cm*10片/包,1  包  ,鲁青食药监械生产备20160021号 ,青岛哈尼笑笑护理用品科技有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计HEM-7207 欧姆龙电子血压计HEM-7207    1台/盒,欧姆龙电子血压计HEM-7207 ,1台/盒,1  盒  ,辽食药监械(准)字2012第2200007号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计HEM-1000 欧姆龙电子血压计HEM-1000    1台/盒,欧姆龙电子血压计HEM-1000 ,1台/盒,1  盒  ,辽食药监械(准)字2013第2200180号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计HEM-7133 欧姆龙电子血压计HEM-7133    1台/盒,欧姆龙电子血压计HEM-7133 ,1台/盒,1  盒  ,辽食药监械(准)字2014第2200223号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
电子血压计臂式带语音 北京康祝BP313A 电子血压计臂式带语音 北京康祝BP313A    1台/盒,电子血压计臂式带语音 北京康祝BP313A ,1台/盒,1  盒  ,粤械注准20162200419 ,深圳市家康科技有限公司 ,佛山健多多医疗器械有限公司,有
 安氏电子血压计AS-35A     1台/盒, ,1台/盒,1  盒  ,闽食药监械(准)字2011第2200012号 ,厦门安氏兄弟科技有限公司 ,佛山健多多医疗器械有限公司,有
 安氏电子血压计AS-35C     1台/盒, ,1台/盒,1  盒  ,闽械注准20152220034 ,厦门安氏兄弟科技有限公司 ,佛山健多多医疗器械有限公司,有
 安氏 上臂式智能语音电子血压计AS-35D     1台/盒, ,1台/盒,1  盒  ,闽械注准20152200034 ,厦门安氏兄弟科技有限公司 ,佛山健多多医疗器械有限公司,有
 豪邦医用固定带 护腰带HB-B03    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水豪邦医疗器械厂 ,佛山健多多医疗器械有限公司,有
 爱安德全自动上臂式血压计UA-621    1台/盒, ,1台/盒,1  盒  ,粤食药监械(准)字2009第2200810号 ,爱安德电子(深圳)有限公司 ,佛山健多多医疗器械有限公司,有
 欧姆龙语音电子血压计HEM-7207    1台/盒, ,1台/盒,1  盒  ,辽食药监械（准）字2012第2200007号 ,欧姆龙健康医疗(中国)有限公司 ,佛山健多多医疗器械有限公司,有
 鱼跃电子血压计 YE655D上臂带语音    1台/盒, ,1台/盒,1  盒  ,苏械注准20162200402 ,江苏鱼跃医疗设备股份有限公司 ,广州骉骉医疗器械科技有限公司,有
成人专用型 护理垫    10片60*90cm,成人专用型 ,10片60*90cm,24  盒  ,鲁青械备20160050号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
 怡成血糖仪JPS-5型    JPS-5型, ,JPS-5型,1  盒  ,京药监械(准)字2012第2400600号 ,北京怡成生物电子技术股份有限公司 ,佛山健多多医疗器械有限公司,有
 脉博士 数字式电子血压表 AK155F    1台/盒, ,1台/盒,1  盒  ,沪食药监械(准)字2009第2200157号(更) ,优盛医疗电子(上海)有限公司 ,佛山健多多医疗器械有限公司,有
 脉博士电子血压计MC-100F    1台/盒, ,1台/盒,1  盒  ,沪食药监械(准)字2012第2200954号 ,优盛医疗电子(上海)有限公司 ,佛山健多多医疗器械有限公司,有
 脉博士 数字式电子血压计S150    1台/盒, ,1台/盒,1  盒  ,沪食药监械(准)字2012第2201023号 ,优盛医疗电子(上海)有限公司 ,佛山健多多医疗器械有限公司,有
 健之佳 医用护理垫    10片/包, ,10片/包,1  包  ,鲁青食药监械生产备20160009号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
 腕式电子血压计    WO 2, ,WO 2,1  盒  ,粤械注准20142200322 ,深圳市捷美瑞医疗技术有限公司 ,佛山健多多医疗器械有限公司,有
腕式电子血压计 实捷W02 腕式电子血压计 实捷W02    1台/盒,腕式电子血压计 实捷W02 ,1台/盒,1  盒  ,粤械注准20142200317 ,深圳市捷美瑞医疗技术有限公司 ,佛山健多多医疗器械有限公司,有
腕式血压计西铁城全自动数字 腕式血压计西铁城全自动数字    1台/盒,腕式血压计西铁城全自动数字 ,1台/盒,1  盒  ,粤食药监械(准)字2012第2200197号 ,江门百脉医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
艾科EZⅢ血糖试纸 艾科EZⅢ血糖试纸    50条/盒,艾科EZⅢ血糖试纸 ,50条/盒,1  盒  ,浙械注准20152400076 ,艾康生物技术(杭州)有限公司 ,佛山健多多医疗器械有限公司,有
艾科血糖分析仪 EzⅢ 艾科血糖分析仪 EzⅢ    1台/盒,艾科血糖分析仪 EzⅢ ,1台/盒,1  盒  ,浙食药监械(准)字2011第2400125 ,艾科生物技术(杭州)有限公司 ,佛山健多多医疗器械有限公司,有
佳禾D13弧形护腰带M码 佳禾D13弧形护腰带M码    1条/盒,佳禾D13弧形护腰带M码 ,1条/盒,1  盒  ,冀衡食药监械生产备20140001号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
佳禾D13弧形护腰带S码 佳禾D13弧形护腰带S码    1条/盒,佳禾D13弧形护腰带S码 ,1条/盒,1  盒  ,冀衡食药监械生产备20140001号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 负离子卫生巾 (医用护理垫) 健之佳 负离子卫生巾 (医用护理垫)    300mm*100mm*8片装,健之佳 负离子卫生巾 (医用护理垫) ,300mm*100mm*8片装,1  盒  ,鲁青械备20160087号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 医用护理垫.纱布 型 健之佳 医用护理垫.纱布 型    6片／盒＊120盒／件,健之佳 医用护理垫.纱布 型 ,6片／盒＊120盒／件,1  盒  ,鲁青械备20160017 ,海氏海诺倍适威医疗用品(青岛)有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 医用护理垫（械字号） 健之佳 医用护理垫（械字号）    10片/包,健之佳 医用护理垫（械字号） ,10片/包,1  盒  ,鲁青食药监械生产备20160009号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 纱布卫生巾(医用护理垫) 健之佳 纱布卫生巾(医用护理垫)    300mm*80mm*10片/盒,健之佳 纱布卫生巾(医用护理垫) ,300mm*80mm*10片/盒,1  盒  ,鲁青械备20160087号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
欧纯 防溢乳垫 医用护理垫 欧纯 防溢乳垫 医用护理垫    36片装/盒,欧纯 防溢乳垫 医用护理垫 ,36片装/盒,1  盒  ,鲁青械备20170087号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃电子血压计YE655A 鱼跃电子血压计YE655A    1台/盒,鱼跃电子血压计YE655A ,1台/盒,1  盒  ,苏食药监械(准)字2009第2200434号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃电子血压计YE650A 台（新款） 鱼跃电子血压计YE650A 台（新款）    1台/盒,鱼跃电子血压计YE650A 台（新款） ,1台/盒,1  盒  ,苏械注准20162200402 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
三诺安稳免调码血糖试纸 三诺安稳免调码血糖试纸    50条/盒,三诺安稳免调码血糖试纸 ,50条/盒,1  盒  ,湘食药监械(准)字2012第2400050号 ,三诺生物传感技术股份有限公司 ,佛山健多多医疗器械有限公司,有
医用护理垫-婴儿床垫型 医用护理垫-婴儿床垫型    25*35cm*80片/包,医用护理垫-婴儿床垫型 ,25*35cm*80片/包,1  包  ,鲁青食药监械生产备20160021号 ,青岛哈尼笑笑护理用品科技有限公司 ,佛山健多多医疗器械有限公司,有
医用护理垫-防溢乳型（棉） 医用护理垫-防溢乳型（棉）    12*13cm*30片/盒,医用护理垫-防溢乳型（棉） ,12*13cm*30片/盒,1  盒  ,鲁青食药监械生产备20160021号 ,青岛哈尼笑笑护理用品科技有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙智能电子血压计HEM-1000 欧姆龙智能电子血压计HEM-1000    1台/盒,欧姆龙智能电子血压计HEM-1000 ,1台/盒,1  盒  ,辽食药监械（准）字2010第2200022号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙血糖测试条 114 欧姆龙血糖测试条 114    1台/盒,欧姆龙血糖测试条 114 ,1台/盒,1  盒  ,苏械注准20152400160 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计HML-7137 欧姆龙电子血压计HML-7137    1台/盒,欧姆龙电子血压计HML-7137 ,1台/盒,1  盒  ,辽食药监械生产许20150061号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计HEM-8102A 欧姆龙电子血压计HEM-8102A    1台/盒,欧姆龙电子血压计HEM-8102A ,1台/盒,1  盒  ,辽械注准20152200081 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计HEM-7130 欧姆龙电子血压计HEM-7130    1台/盒,欧姆龙电子血压计HEM-7130 ,1台/盒,1  盒  ,辽食药监械(准)字2014第2200223号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
 豪邦医用固定带 护腰带HB-B03    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水豪邦医疗器械厂 ,佛山健多多医疗器械有限公司,有
 豪邦医用固定带 护腰带HB-B03    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水豪邦医疗器械厂 ,佛山健多多医疗器械有限公司,有
 松下电子血压计 EW3106    1台/盒, ,1台/盒,1  盒  ,京药监械(准)字2012第2200530号(更) ,松下电气机器(北京)有限公司 ,佛山健多多医疗器械有限公司,有
 松下电子血压计臂筒式 医用EW3153    1台/盒, ,1台/盒,1  盒  ,京械注准20162200533 ,松下电器(中国)有限公司 ,佛山健多多医疗器械有限公司,有
 拜安康血糖测试仪    1台/盒, ,1台/盒,1  盒  ,国食药监械(进)字2012第2403878号 ,拜耳医药保健有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃电子血压计YE655B 鱼跃电子血压计YE655B    1台/盒,鱼跃电子血压计YE655B ,1台/盒,1  盒  ,苏食药监械(准)字2012第2200445号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
产妇专用型 护理垫    10片60*90cm,产妇专用型 ,10片60*90cm,24  盒  ,鲁青械备20160050号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
 松下电子血压计EW-BU05B    1台/盒, ,1台/盒,1  盒  ,京药监械(准)字2012第2200530号 ,松下电气机器(北京)有限公司 ,佛山健多多医疗器械有限公司,有
 海尔血糖仪G425    1台/盒, ,1台/盒,1  盒  ,粤食药监械(准)字2010第2400154号 ,爱奥乐医疗器械(深圳)有限公司 ,佛山健多多医疗器械有限公司,有
 松下EW-BW02腕式血压计    1台/盒, ,1台/盒,1  盒  ,京药监械(准)字2011第2200767号(更) ,松下电气机器(北京)有限公司 ,佛山健多多医疗器械有限公司,有
 鱼跃电子血压计YE666E    1台/盒, ,1台/盒,1  盒  ,苏械注准20162200402 ,苏州日精仪器有限公司 ,佛山健多多医疗器械有限公司,有
 透气手臂骨折固定护具    EO-302(蓝色), ,EO-302(蓝色),1  盒  ,沪食药监械(准)字2013第1260432号 ,上海瑞瀚保健用品制造有限公司 ,佛山健多多医疗器械有限公司,有
 智能语音全自动电子血压计    HK-810, ,HK-810,1  盒  ,粤食药监械（准）字2012第2200425号 ,深圳市家康科技有限公司 ,佛山健多多医疗器械有限公司,有
艾科灵睿2血糖测试仪  艾科灵睿2血糖测试仪     1台/盒,艾科灵睿2血糖测试仪  ,1台/盒,1  盒  ,浙食药监械生产许20120007号 ,艾康生物技术(杭州)有限公司 ,佛山健多多医疗器械有限公司,有
佳禾医用固定带护腰带D02L码 佳禾医用固定带护腰带D02L码    1条/盒,佳禾医用固定带护腰带D02L码 ,1条/盒,1  盒  ,冀衡械备20140001号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
罗氏活力型血糖试纸 50条盒 罗氏活力型血糖试纸 50条盒    50片/盒,罗氏活力型血糖试纸 50条盒 ,50片/盒,1  盒  ,国食药监械(进)字2012第2404615号 ,德国罗氏诊断有限公司 ,佛山健多多医疗器械有限公司,有
强生稳豪型血糖仪试纸桶装50片 强生稳豪型血糖仪试纸桶装50片    50片/盒,强生稳豪型血糖仪试纸桶装50片 ,50片/盒,1  盒  ,国食药监械(进)字2010第2401197号 ,强生(上海)医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
松下电子血压计EW-BU03B 松下电子血压计EW-BU03B    1台/盒,松下电子血压计EW-BU03B ,1台/盒,1  盒  ,京械注准20162200530 ,京松下电工有限公司 ,佛山健多多医疗器械有限公司,有
佳禾护腰带D01腰围收腹带M码 佳禾护腰带D01腰围收腹带M码    1条/盒,佳禾护腰带D01腰围收腹带M码 ,1条/盒,1  盒  ,冀衡食药监械生产备20140001号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
佳禾护腰带D01腰围收腹带S码 佳禾护腰带D01腰围收腹带S码    1条/盒,佳禾护腰带D01腰围收腹带S码 ,1条/盒,1  盒  ,冀衡食药监械生产备20140001号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
佳禾护腰带D01腰围收腹带L码 佳禾护腰带D01腰围收腹带L码    1条/盒,佳禾护腰带D01腰围收腹带L码 ,1条/盒,1  盒  ,冀衡食药监械生产备20140001号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 医用护理垫（械字号） 健之佳 医用护理垫（械字号）    XL号 10片/包,健之佳 医用护理垫（械字号） ,XL号 10片/包,1  包  ,鲁青食药监械生产备20160009号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 负离子卫生巾(医用护理垫) 健之佳 负离子卫生巾(医用护理垫)    270mm*100mm*10片装,健之佳 负离子卫生巾(医用护理垫) ,270mm*100mm*10片装,1  盒  ,鲁青械备20160087号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 医用护理垫女士经期专用型 健之佳 医用护理垫女士经期专用型    6片／盒＊120盒／件,健之佳 医用护理垫女士经期专用型 ,6片／盒＊120盒／件,1  盒  ,鲁青械备20160017 ,海氏海诺倍适威医疗用品(青岛)有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 纱布卫生巾(医用护理垫) 健之佳 纱布卫生巾(医用护理垫)    300mm*80mm*10片装,健之佳 纱布卫生巾(医用护理垫) ,300mm*80mm*10片装,1  盒  ,鲁青械备20160087号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 纱布卫生巾(医用护理垫) 健之佳 纱布卫生巾(医用护理垫)    400mm*100mm*8片装,健之佳 纱布卫生巾(医用护理垫) ,400mm*100mm*8片装,1  盒  ,鲁青械备20160087号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 负离子卫生巾(医用护理垫) 270mm*10片装 健之佳 负离子卫生巾(医用护理垫) 270mm*10片装    270mm*100mm*10片/盒,健之佳 负离子卫生巾(医用护理垫) 270mm*10片装 ,270mm*100mm*10片/盒,1  盒  ,鲁青械备20160087号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 负离子卫生巾 (医用护理垫) 健之佳 负离子卫生巾 (医用护理垫)    300mm*100mm*8片/盒,健之佳 负离子卫生巾 (医用护理垫) ,300mm*100mm*8片/盒,1  盒  ,鲁青械备20160087号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
三诺安稳免调码血糖仪 三诺安稳免调码血糖仪    1台/盒,三诺安稳免调码血糖仪 ,1台/盒,1  盒  ,湘食药监械(准)字2012第2400053 ,三诺生物传感技术股份有限公司 ,佛山健多多医疗器械有限公司,有
三诺金稳血糖测试仪 三诺金稳血糖测试仪    1台/盒,三诺金稳血糖测试仪 ,1台/盒,1  盒  ,湘械注准20142400030 ,三诺生物传感技术股份有限公司 ,佛山健多多医疗器械有限公司,有
医用护理垫-婴儿T型尿裤型 医用护理垫-婴儿T型尿裤型    25*31*10cm*24片/盒,医用护理垫-婴儿T型尿裤型 ,25*31*10cm*24片/盒,1  盒  ,鲁青食药监械生产备20160021号 ,青岛哈尼笑笑护理用品科技有限公司 ,佛山健多多医疗器械有限公司,有
医用护理垫-成人专用型 医用护理垫-成人专用型    60*90cm*10片/包,医用护理垫-成人专用型 ,60*90cm*10片/包,1  包  ,鲁青食药监械生产备20160021号 ,青岛哈尼笑笑护理用品科技有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计HEM-7118 欧姆龙电子血压计HEM-7118    1台/盒,欧姆龙电子血压计HEM-7118 ,1台/盒,1  盒  ,辽械注准20152200085 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙血糖仪HGM-114 欧姆龙血糖仪HGM-114    1台/盒,欧姆龙血糖仪HGM-114 ,1台/盒,1  盒  ,苏械注准20152400107 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计HEM-8611 欧姆龙电子血压计HEM-8611    1台/盒,欧姆龙电子血压计HEM-8611 ,1台/盒,1  盒  ,辽食药监械(准)字2012第2200087号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计手腕式HEM-6111 欧姆龙电子血压计手腕式HEM-6111    1台/盒,欧姆龙电子血压计手腕式HEM-6111 ,1台/盒,1  盒  ,辽食药监械(准)字2013第2200092号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
 豪邦医用固定带 护腰带HB-B03    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水豪邦医疗器械厂 ,佛山健多多医疗器械有限公司,有
 欧姆龙电子血压计 J30    1台/盒, ,1台/盒,1  盒  ,国械注进20152201793 ,欧姆龙健康医疗(中国)有限公司 ,佛山健多多医疗器械有限公司,有
 鱼跃电子血压计 YE655D上臂带语音    1台/盒, ,1台/盒,1  盒  ,苏械注准20162200402 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
 松下电子血压计 EW3106    1台/盒, ,1台/盒,1  盒  ,京药监械(准)字2012第2200530号(更) ,松下电气机器(北京)有限公司 ,广州骉骉医疗器械科技有限公司,有
 欧姆龙语音电子血压计HEM-7207    1台/盒, ,1台/盒,1  盒  ,辽食药监械（准）字2012第2200007号 ,欧姆龙健康医疗(中国)有限公司 ,广州骉骉医疗器械科技有限公司,有
 欧姆龙手腕式血压测量仪HEM-8612    1台/盒, ,1台/盒,1  盒  ,辽械注准20152200049 ,欧姆龙(大连)有限公司 ,广州骉骉医疗器械科技有限公司,有
 欧姆龙手腕式血压测量仪HEM-8612    1台/盒, ,1台/盒,1  盒  ,辽械注准20152200049 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙电子血压计HEM-7121 欧姆龙电子血压计HEM-7121    1台/盒,欧姆龙电子血压计HEM-7121 ,1台/盒,1  盒  ,辽食药监械(准)字2014第2200224号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
 汝立康 净石灵片    0.5g*12片/盒*3盒, ,0.5g*12片/盒*3盒,100  盒  ,国药准字Z20080288 ,长春万德制药有限公司 ,湛江市弘安药业有限公司,有
渠道 金蓓贝 赖氨酸维B12颗粒（省内销，湛江不供）    10g*14袋/盒*120盒/件, ,10g*14袋/盒*120盒/件,1  盒  ,国药准字H43022116 ,湖南方盛制药股份有限公司 ,湛江市弘安药业有限公司,有
 汝立康 净石灵片    0.5g*12片/盒*3盒, ,0.5g*12片/盒*3盒,300  盒  ,国药准字Z20080288 ,长春万德制药有限公司 ,山东健志医药科技开发有限公司,无
 甲清 姜枣祛寒颗粒    15g*10袋/盒, ,15g*10袋/盒,100  盒  ,国药准字Z61020501 ,陕西白云制药有限公司 ,湖北祥林医药有限公司,无
 灵睿血糖仪(艾科)    1台, ,1台,50  盒  ,浙食药监械(准)字2009第2400076号 ,艾康生物技术(杭州)有限公司 ,广州市邦善医疗器械有限公司,无
 甲清 姜枣祛寒颗粒    15g*10袋/盒, ,15g*10袋/盒,200  盒  ,国药准字Z61020501 ,陕西白云制药有限公司 ,岳阳康尔医药有限公司,无
 甲清 姜枣祛寒颗粒    15g*10袋/盒, ,15g*10袋/盒,10  盒  ,国药准字Z61020501 ,陕西白云制药有限公司 ,湖北和健药业有限公司,无
 甲清 姜枣祛寒颗粒    15g*10袋/盒, ,15g*10袋/盒,200  盒  ,国药准字Z61020501 ,陕西白云制药有限公司 ,四川省科欣医药贸易有限公司,无
 永信来进 硫酸氨基葡萄糖胶囊    60粒*1瓶/盒, ,60粒*1瓶/盒,400  盒  ,HC20160041 ,永信药品工业股份有限公司 ,广东创赢药业有限公司,无
 安稳血糖仪    安稳型, ,安稳型,1  盒  ,湘食药监械(准)字2013第2400090号(更) ,三诺生物传感股份有限公司 ,济南江胜医疗器械有限公司,无
 甲清 姜枣祛寒颗粒    15g*10袋/盒, ,15g*10袋/盒,100  盒  ,国药准字Z61020501 ,陕西白云制药有限公司 ,华源康信（武汉）医药有限公司,无
