通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
欧纯医用棉签50支单头  欧纯医用棉签50支单头     50支/包,欧纯医用棉签50支单头  ,50支/包,1  包  ,鲁青械备20170030号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
欧纯医用棉签 100支单头 欧纯医用棉签 100支单头    100支/包,欧纯医用棉签 100支单头 ,100支/包,1  包  ,鲁青械备20170030号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用退热贴儿童专用 医用退热贴儿童专用    3片/盒,医用退热贴儿童专用 ,3片/盒,1  盒  ,鲁青械备20140017号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
创口贴透明防水型 创口贴透明防水型    12片/袋,创口贴透明防水型 ,12片/袋,1  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
创口贴关节专用型 创口贴关节专用型    4片/袋,创口贴关节专用型 ,4片/袋,1  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用冷敷贴晕车贴型 医用冷敷贴晕车贴型    6片/袋,医用冷敷贴晕车贴型 ,6片/袋,1  袋  ,鲁青械备20170027号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用棉签袋装 医用棉签袋装    100支/袋,医用棉签袋装 ,100支/袋,1  袋  ,鲁青械备20160233号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用棉签大单头 医用棉签大单头    30支/盒,医用棉签大单头 ,30支/盒,1  盒  ,鲁青械备20160233号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用棉签按压彩棉 医用棉签按压彩棉    80支/盒,医用棉签按压彩棉 ,80支/盒,1  盒  ,鲁青械备20160233号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
单头棉签30支精装 棉签    10cm*30支/袋,单头棉签30支精装 ,10cm*30支/袋,40  袋  ,鲁青械备20150124号 ,海氏海诺倍适威医疗用品（青岛）有限公司 ,佛山健多多医疗器械有限公司,有
医用阴道冲洗器袋装 医用阴道冲洗器袋装    1个/袋,医用阴道冲洗器袋装 ,1个/袋,1  袋  ,鲁青械备20160072号 ,海氏海诺倍适威医疗用品（青岛）有限公司 ,佛山健多多医疗器械有限公司,有
医用阴道冲洗器多孔软头 医用阴道冲洗器多孔软头    1个/盒,医用阴道冲洗器多孔软头 ,1个/盒,1  盒  ,鲁青械备20160072号 ,海氏海诺倍适威医疗用品（青岛）有限公司 ,佛山健多多医疗器械有限公司,有
 消毒酒精    100ml, ,100ml,1  盒  ,川(德阳)卫消证字(2015)第0001号 ,四川省伊洁士医疗科技有限公司 ,重庆赛力君安医药有限公司,有
 一次性使用无菌注射器 带针    20ml 1.2*30TWLB, ,20ml 1.2*30TWLB,1  支  ,国食药监械(准)字2011第3151605号 ,江西科伦医疗器械制造有限公司 ,重庆赛力君安医药有限公司,有
 豪邦医用曲线固定带 HB-B05I M码    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水豪邦医疗器械厂 ,佛山健多多医疗器械有限公司,有
 康祝膝部固定带KD4620（XL码）    1个/盒, ,1个/盒,1  盒  ,冀廊食药监械(准)字2012第1640002号 ,北京康达五洲医疗器械中心 ,佛山健多多医疗器械有限公司,有
水仙 薄荷抑菌膏    10g,水仙 ,10g,1000  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,成都拜欧药业股份有限公司,有
 甲紫溶液抑菌剂    20ml, ,20ml,1000  盒  ,豫卫消证字（2013）第0018号 ,商丘亚翔生物科技有限公司 ,广东华源诺希医药股份有限公司,有
 普通脱脂纱布口罩    14*18*16(1个*10个/中包), ,14*18*16(1个*10个/中包),1  包  ,赣卫消字(2003)第0314号 ,南昌市恩惠医用卫生材料有限公司 ,湖南同安医药有限公司,有
棉签HN-002 棉签    10cm100支单头,棉签HN-002 ,10cm100支单头,480  袋  ,鲁青械备20160233号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
透气胶带（无纺布） 透气胶带（无纺布）    1.25cm*910cm*24卷.,透气胶带（无纺布） ,1.25cm*910cm*24卷.,1  盒  ,20150024 ,上海卫生材料厂有限公司 ,广州骉骉医疗器械科技有限公司,有
 成吉思汗跌打损伤贴(医用冷敷贴)    4贴/盒, ,4贴/盒,1  盒  ,鲁菏械备20150092号 ,山东羚药医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 易贴立克医用冷敷贴    1贴*10袋/盒, ,1贴*10袋/盒,1  盒  ,鲁菏械备20150045号 ,山东朱氏药业集团有限公司 ,佛山健多多医疗器械有限公司,有
 医用固定带 YTD01    1条/盒, ,1条/盒,1  盒  ,冀衡械备20140001号 ,天津佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 上海金环 医用真丝编织线     40包/盒, ,40包/盒,1  盒  ,泸食药监械(准)字2009第2650609号 ,上海浦东金环医疗用品股份有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 医用集尿袋接尿器 男用床挂式 健之佳 医用集尿袋接尿器 男用床挂式    JZJ-JND-B/500ml/盒,健之佳 医用集尿袋接尿器 男用床挂式 ,JZJ-JND-B/500ml/盒,1  盒  ,鲁青械备20160258号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
医用冷敷眼罩 可反复使用 医用冷敷眼罩 可反复使用    1个装,医用冷敷眼罩 可反复使用 ,1个装,1  盒  ,鲁青械备20160283号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
健之佳胰岛素冷藏包冰袋小冰箱便携恒温医用保温药品冷藏袋 健之佳胰岛素冷藏包冰袋小冰箱便携恒温医用保温药品冷藏袋    1个/袋,健之佳胰岛素冷藏包冰袋小冰箱便携恒温医用保温药品冷藏袋 ,1个/袋,1  盒  ,泸食药监械（准）字2013第1580229号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
欧纯防水透气卡通型创口贴  欧纯防水透气卡通型创口贴     6片*20袋/盒,欧纯防水透气卡通型创口贴  ,6片*20袋/盒,1  盒  ,鲁青械备20160080号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
竹棒棉签110支扁盒 棉签    110支/扁方盒,竹棒棉签110支扁盒 ,110支/扁方盒,20  盒  ,闽厦械备20150104 ,厦门俊坤医疗卫生用品有限公司 ,佛山健多多医疗器械有限公司,有
创口贴找零款弹力型 创口贴找零款弹力型    300片/盒,创口贴找零款弹力型 ,300片/盒,1  盒  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
创口贴舒适透气型 创口贴舒适透气型    20片/袋,创口贴舒适透气型 ,20片/袋,1  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
创口贴甲壳素型 创口贴甲壳素型    6片/袋,创口贴甲壳素型 ,6片/袋,1  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用退热贴成人专用型 医用退热贴成人专用型    3片/袋,医用退热贴成人专用型 ,3片/袋,1  袋  ,鲁青械备20140017号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用棉签婴童 医用棉签婴童    40支/盒,医用棉签婴童 ,40支/盒,1  盒  ,鲁青械备20160233号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用棉签花瓣 医用棉签花瓣    400支/盒,医用棉签花瓣 ,400支/盒,1  盒  ,鲁青械备20160233号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
一次性使用医用口罩成人 一次性使用医用口罩成人    6只/盒,一次性使用医用口罩成人 ,6只/盒,1  盒  ,鲁械注准20162640494 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用阴道冲洗器多孔直喷 医用阴道冲洗器多孔直喷    1个/盒,医用阴道冲洗器多孔直喷 ,1个/盒,1  盒  ,鲁青械备20160072号 ,海氏海诺倍适威医疗用品（青岛）有限公司 ,佛山健多多医疗器械有限公司,有
 豪邦医用曲线固定带 HB-B05I S码    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水豪邦医疗器械厂 ,佛山健多多医疗器械有限公司,有
 豪邦医用曲线固定带 HB-B05I XL码    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水豪邦医疗器械厂 ,佛山健多多医疗器械有限公司,有
 豪邦医用曲线固定带 HB-B05I XXL 码    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水豪邦医疗器械厂 ,佛山健多多医疗器械有限公司,有
 康祝膝部固定带KD4620（M码）    1个/盒, ,1个/盒,1  盒  ,冀廊食药监械(准)字2012第1640002号 ,北京康达五洲医疗器械中心 ,佛山健多多医疗器械有限公司,有
 康祝膝部固定带KD4620（L码）    1个/盒, ,1个/盒,1  盒  ,冀廊食药监械(准)字2012第1640002号 ,北京康达五洲医疗器械中心 ,佛山健多多医疗器械有限公司,有
竹棒棉签100支袋装 棉签    100支/袋装,竹棒棉签100支袋装 ,100支/袋装,20  包  ,闽厦械备20150104 ,厦门俊坤医疗卫生用品有限公司 ,广州骉骉医疗器械科技有限公司,有
 康祝膝部固定带KD4620（L码）    1个/盒, ,1个/盒,1  盒  ,冀廊食药监械(准)字2012第1640002号 ,北京康达五洲医疗器械中心 ,广州骉骉医疗器械科技有限公司,有
 消毒弹性创可贴    2cm*7cm*100片, ,2cm*7cm*100片,1  盒  ,渝食药监械(准)字2012第1640003号 ,重庆陪都药业股份有限公司 ,重庆赛力君安医药有限公司,有
 “亿源牌”碘伏消毒液(喷雾型)    100ml, ,100ml,1  瓶  ,渝卫消证字[2005]第410号 ,重庆市普康消毒用品有限公司 ,重庆赛力君安医药有限公司,有
棉签HN-002 棉签    8cm100支单头,棉签HN-002 ,8cm100支单头,480  袋  ,鲁青械备20160233号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
透气胶带（无纺布） 透气胶带（无纺布）    1.25cm*910cm*24卷.,透气胶带（无纺布） ,1.25cm*910cm*24卷.,1  盒  ,20150024 ,上海卫生材料厂有限公司 ,佛山健多多医疗器械有限公司,有
 民盛医用橡皮膏    26*300cm/卷, ,26*300cm/卷,1  盒  ,粤深械备20150122号 ,深圳市民之健医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 方祥腰椎固定带III     1条/盒, ,1条/盒,1  盒  ,浙杭食药监械生产备20150016号 ,杭州方祥医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 润安 医用脱脂棉纱布    34cmx40cm/片, ,34cmx40cm/片,1  包  ,粤械注准20152640331 ,珠海市润安卫生材料制造有限公司 ,佛山健多多医疗器械有限公司,有
 民盛医用橡皮膏    1cm*500cm/卷, ,1cm*500cm/卷,1  卷  ,粤深械备20150122号 ,深圳市民之健医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 健之佳医用敷料贴    1片/袋 10袋/盒, ,1片/袋 10袋/盒,1  盒  ,皖阜械备20160008号 ,蚌埠崇迪生物科技有限公司 ,佛山健多多医疗器械有限公司,有
 健之佳医用敷料贴    1片/袋 10袋/盒, ,1片/袋 10袋/盒,1  盒  ,皖阜械备20160008号 ,蚌埠崇迪生物科技有限公司 ,佛山健多多医疗器械有限公司,有
健之佳医用防辐射裙 妈咪防辐射服孕妇装 四季电脑防辐射连衣裙 健之佳医用防辐射裙 妈咪防辐射服孕妇装 四季电脑防辐射连衣裙    1件/盒,健之佳医用防辐射裙 妈咪防辐射服孕妇装 四季电脑防辐射连衣裙 ,1件/盒,1  盒  ,鲁青食药监械（准）字2013第1340070 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
竹棒棉签100支袋装 棉签    100支/袋装,竹棒棉签100支袋装 ,100支/袋装,20  包  ,闽厦械备20150104 ,厦门俊坤医疗卫生用品有限公司 ,佛山健多多医疗器械有限公司,有
纸棒面签180支盒装 竹棒棉签    180支/盒,纸棒面签180支盒装 ,180支/盒,20  盒  ,闽厦械备20150104 ,厦门俊坤医疗卫生用品有限公司 ,佛山健多多医疗器械有限公司,有
芊芊羽棉签组合装 棉签    100+6+6/盒,芊芊羽棉签组合装 ,100+6+6/盒,20  盒  ,闽厦械备20150104 ,厦门俊坤医疗卫生用品有限公司 ,佛山健多多医疗器械有限公司,有
创口贴超大型 创口贴超大型    3片/袋,创口贴超大型 ,3片/袋,1  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
创口贴水胶体型 创口贴水胶体型    6片/袋,创口贴水胶体型 ,6片/袋,1  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
创口贴指尖专用型 创口贴指尖专用型    4片/袋,创口贴指尖专用型 ,4片/袋,1  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
创口贴肘膝踝专用型 创口贴肘膝踝专用型    3片/袋,创口贴肘膝踝专用型 ,3片/袋,1  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
医用棉签细轴 医用棉签细轴    66支/盒,医用棉签细轴 ,66支/盒,1  盒  ,鲁青械备20160233号 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
一次性使用医用口罩儿童 一次性使用医用口罩儿童    6只/盒,一次性使用医用口罩儿童 ,6只/盒,1  盒  ,鲁械注准20162640494 ,青岛海诺生物工程有限公司 ,佛山健多多医疗器械有限公司,有
 豪邦医用曲线固定带 HB-B05I L 码    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水豪邦医疗器械厂 ,佛山健多多医疗器械有限公司,有
 康祝膝部固定带KD4620（S码）    1个/盒, ,1个/盒,1  盒  ,冀廊食药监械(准)字2012第1640002号 ,北京康达五洲医疗器械中心 ,佛山健多多医疗器械有限公司,有
 碘酊消毒液    20ml, ,20ml,1000  盒  ,豫卫消证字2013第0018号 ,商丘亚翔生物科技有限公司 ,广东华源诺希医药股份有限公司,有
 甲紫溶液抑菌剂    20ml, ,20ml,1  盒  ,豫卫消证字（2013）第0018号 ,商丘亚翔生物科技有限公司 ,黑龙江省华源医药股份有限公司,有
 碘伏消毒液(喷雾)    100ml, ,100ml,100  盒  ,川(成都-新都)卫消证字(2014)第0002号 ,四川蓉康世圣药业有限责任公司 ,成都拜欧药业股份有限公司,有
 碘伏消毒液    500ml, ,500ml,30  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,成都拜欧药业股份有限公司,有
 84消毒液    450ml, ,450ml,40  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,成都拜欧药业股份有限公司,有
消毒酒精75%伊洁士 消毒酒精75%    ：75%*100ml,消毒酒精75%伊洁士 ,：75%*100ml,100  盒  ,川德阳卫消证字(2015)第0001号 ,四川省伊洁士医疗科技有限公司 ,成都拜欧药业股份有限公司,有
 84消毒液    450ml, ,450ml,1  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,重庆赛力君安医药有限公司,有
 皮肤消毒喷雾剂(破立妥)    10ml, ,10ml,1  瓶  ,渝卫消证字[2006]第464号 ,重庆灵方生物技术有限公司 ,成都拜欧药业股份有限公司,有
 创口贴    72mm*19mm*5片*20袋(防水透气型), ,72mm*19mm*5片*20袋(防水透气型),100  盒  ,浙金械备20150022[浙金食药监械(准)字2011第1640002号 ,金华市景迪医疗用品有限公司 ,成都拜欧药业股份有限公司,有
 蓝清牌高锰酸钾消毒片    0.2g*12片*2板, ,0.2g*12片*2板,1  盒  ,卫消字(2005)第0294号 ,济南清华消毒用品厂 ,成都拜欧药业股份有限公司,有
 皮肤消毒喷雾剂(破立妥)    10ml, ,10ml,1  瓶  ,渝卫消证字[2006]第464号 ,重庆灵方生物技术有限公司 ,重庆赛力君安医药有限公司,有
 过氧化氢消毒液    500ml, ,500ml,1  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,重庆赛力君安医药有限公司,有
水仙 薄荷抑菌膏    10g,水仙 ,10g,1  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,四川省优胜美特医药有限公司,有
渠道 破立妥皮肤消毒喷雾剂    10ml, ,10ml,1  支  , ,重庆灵方生物技术有限公司 ,四川省优胜美特医药有限公司,无
 碘伏消毒液    100ml, ,100ml,1  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,重庆赛力君安医药有限公司,有
 绑扎胶布    13*1000cm, ,13*1000cm,40  盒  ,滇昆械备20150002号 ,昆明双龙卫生材料有限公司 ,成都拜欧药业股份有限公司,有
 84消毒液    450ml, ,450ml,1  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,四川省优胜美特医药有限公司,有
 医用退热贴    40mm*110mm*4片 / 盒, ,40mm*110mm*4片 / 盒,200  盒  , ,湖北惠真源药械有限公司 ,湖北巨世医药有限公司,有
 甲紫溶液抑菌剂    20ml, ,20ml,1000  盒  ,豫卫消证字（2013）第0018号 ,商丘亚翔生物科技有限公司 ,安徽腾尔健医药生物技术有限公司,无
 医用纱布片（灭菌型）    5cm*7cm-8P*5片/袋, ,5cm*7cm-8P*5片/袋,360  袋  ,鄂食药监械（准）字2014第2642017号 ,稳健医疗（黄冈）有限公司 ,广州至参医药贸易有限公司,无
 甲紫溶液抑菌剂    20ml, ,20ml,1000  盒  ,豫卫消证字（2013）第0018号 ,商丘亚翔生物科技有限公司 ,山东健志医药科技开发有限公司,无
水仙 薄荷抑菌膏    10g,水仙 ,10g,1000  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,华源康信（武汉）医药有限公司,无
水仙 薄荷抑菌膏    10g,水仙 ,10g,1000  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,安徽华源盛铭药业有限公司,无
 碘伏消毒液(喷雾)    100ml, ,100ml,1  盒  ,川(眉山)卫消证字(2014)第0002号 ,四川金山制药有限公司 ,四川泓坤医药贸易有限公司,无
欧纯防水透气卡通型创口贴  欧纯防水透气卡通型创口贴     6片*20袋/盒,欧纯防水透气卡通型创口贴  ,6片*20袋/盒,10  盒  ,鲁青械备20160080号 ,青岛千江生物工程有限公司 ,广州谦谦康保健食品有限公司,无
 碘酊消毒液    20ml, ,20ml,1000  盒  ,豫卫消证字2013第0018号 ,商丘亚翔生物科技有限公司 ,安徽腾尔健医药生物技术有限公司,无
 医用护理口罩（黑色）    17cm*9cm-3P/1只/袋 独立包装, ,17cm*9cm-3P/1只/袋 独立包装,2000  只  ,鄂食药监械（准）字2014第2642015号 ,稳健医疗（黄冈）有限公司 ,广州至参医药贸易有限公司,无
 双氧水洗液    500ml, ,500ml,30  盒  ,鲁卫消证字（2013）第0046 ,德州亿申康消毒制品有限公司 ,山东健志医药科技开发有限公司,无
水仙 薄荷抑菌膏    10g,水仙 ,10g,1000  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,山东健志医药科技开发有限公司,无
 力康霜抗菌剂    10g, ,10g,1  瓶  , ,江苏奇力康皮肤药业有限公司 ,东莞市健美堂医药科技有限公司,无
 84消毒液    450ml, ,450ml,1  盒  ,川(眉山)卫消证字2014第0002号 ,四川金山制药有限公司 ,四川泓坤医药贸易有限公司,无
水仙 薄荷抑菌膏    10g,水仙 ,10g,1  支  ,(闽)卫消证字(2014)第0013号 ,漳州无极药业有限公司 ,四川泓坤医药贸易有限公司,无
 正红花油抑菌液    20ml, ,20ml,144  盒  ,闽卫消证字（2014）第0017号 ,福建太平洋制药有限公司 ,黑龙江省佳瑞宝医药有限责任公司,无
 医用棉签（妇科型）    20cm*2支, ,20cm*2支,100  包  ,鄂械注准20162642270 ,稳健医疗（嘉鱼）有限公司 ,广州至参医药贸易有限公司,无
 双氧水洗液    100ml, ,100ml,140  盒  ,鲁卫消证字（2013)第0046号 ,德州亿申康消毒制品有限公司 ,山东健志医药科技开发有限公司,无
 碘酊消毒液    20ml, ,20ml,1000  盒  ,豫卫消证字2013第0018号 ,商丘亚翔生物科技有限公司 ,山东健志医药科技开发有限公司,无
 甲酚皂消毒液    500ml, ,500ml,30  盒  ,鲁卫消证字（2013）第0025 ,德州欣瑞达消毒制品有限公司 ,山东健志医药科技开发有限公司,无
 中光牌84消毒液    450ml, ,450ml,1  瓶  ,川卫消证字(2014)第0003号 ,成都中光洗消剂有限公司 ,四川泓坤医药贸易有限公司,无
 透气胶贴 优肌绊无纺布（普通级）    1.2cm*7m/卷/袋, ,1.2cm*7m/卷/袋,120  袋  ,国械备20160588号 ,稳健医疗（黄冈）有限公司 ,广州至参医药贸易有限公司,无
 一次性使用检查手套（灭菌级）    大号（L）：0.018*240*290mm/只  100只, ,大号（L）：0.018*240*290mm/只  100只,100  袋  ,鄂械注准20172642471 ,稳健医疗（黄冈）有限公司 ,广州至参医药贸易有限公司,无
 力康霜抗菌剂    10g, ,10g,1  瓶  , ,江苏奇力康皮肤药业有限公司 ,中山市信通医药有限公司,无
 接触性创面敷贴（灭菌级）    11cm*15cm（芯6cm*10cm）*1片, ,11cm*15cm（芯6cm*10cm）*1片,1200  袋  ,粤械注准字20182640163 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
 接触性创面敷贴(防水型）    6cm*7cm（芯2cm*4cm）*1片, ,6cm*7cm（芯2cm*4cm）*1片,200  袋  ,粤械注准20182640163 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
 强化戊二醛消毒液    2500ml, ,2500ml,6  盒  ,鲁卫消证字（2013）第0046号 ,德州亿申康消毒制品有限公司 ,山东健志医药科技开发有限公司,无
 一次性使用输液器带针    0.7, ,0.7,1  支  , ,河南曙光健士医疗器械集团股份有限公司 ,山东瑞辉药业有限公司,无
 医用护理口罩（蓝色）    17cm*9cm-3P/1只/袋 独立包装, ,17cm*9cm-3P/1只/袋 独立包装,1000  袋  ,鄂食药监械（准）字2014第2642015号 ,稳健医疗（黄冈）有限公司 ,广州至参医药贸易有限公司,无
 正红花油抑菌液    20ml, ,20ml,144  盒  ,闽卫消证字（2014）第0017号 ,福建太平洋制药有限公司 ,山东奥瑞森医药有限公司,无
 知春堂-3%双氧水(过氧化氢消毒剂)    100ml, ,100ml,1  瓶  ,豫卫消证字[2014]第0004号 ,洛阳市尚春生物科技有限公司 ,中山市信通医药有限公司,无
 一次性使用无菌阴道扩张器    中号, ,中号,1  盒  ,赣械注准20152660109 ,江西华强医疗器械有限公司 ,福建海峡医药有限公司,无
 一次性使用静脉输液针    6#, ,6#,50  支  ,国食药监械(准)字2009第3150938号 ,江西洪达医疗器械集团有限公司 ,广东金泰药业有限公司,无
 海藻纤维口罩    HMC-ME, ,HMC-ME,100  盒  ,执行标准Q/0399NQE ,上海海尔医疗科技有限公司 ,四川仁通医药有限公司,无
 84消毒液    450ml, ,450ml,1  盒  ,川(德阳)卫消证字(2005)第0001号 ,四川省伊洁士医疗科技有限公司 ,四川泓坤医药贸易有限公司,无
 润安 医用脱脂棉纱布    34cmx40cm/片, ,34cmx40cm/片,1  包  ,粤械注准20152640331 ,珠海市润安卫生材料制造有限公司 ,深圳市同兴泰医药有限公司,无
 安森创口贴(日本)    10片, ,10片,144  盒  ,苏苏械备20152005号 ,苏州恒星医用材料有限公司 ,广州至参医药贸易有限公司,无
 碘伏消毒棉片    3cm*6cm/20片, ,3cm*6cm/20片,192  盒  ,鄂械注准20162642267 ,稳健医疗用品股份有限公司 ,广州至参医药贸易有限公司,无
创口贴舒适透气型 创口贴舒适透气型    20片/袋,创口贴舒适透气型 ,20片/袋,10  袋  ,鲁青械备20140025号 ,青岛海诺生物工程有限公司 ,湖北和健药业有限公司,无
