通用名,商品名称,规格,箱规,国药准字,厂家,供应商,是否有活动
 江航压缩雾化器    1台/盒, ,1台/盒,1  盒  ,苏食药监械(准)字2012第25440562号 ,江苏江航医疗设备有限公司 ,佛山健多多医疗器械有限公司,有
 尚牌八合一百变装    24片/盒, ,24片/盒,1  罐  ,国食药监械(进)字2013第2660557号 ,"ThaiNippon Rubber Industry Co,.Ltd.泰国 ",佛山健多多医疗器械有限公司,有
 远红外磁疗贴(海玛消痛贴)    4贴/盒, ,4贴/盒,100  盒  ,皖械注准20162260164 ,广州市李夫人药业有限公司 ,佛山健多多医疗器械有限公司,有
 欧脉 婴幼儿脐疝带    1条/盒, ,1条/盒,1  盒  ,鲁济食药监械(准)字2014第1260083号 ,济南欧脉医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 路扬防滑拐凳扙三脚    1张/盒, ,1张/盒,1  盒  ,粤食药监械(准)字2013第2561061号 ,广东凯洋医疗科技集团有限公司 ,佛山健多多医疗器械有限公司,有
 蜀轩特定电磁波治疗仪CQ-20T     1台/盒, ,1台/盒,1  盒  ,渝械注准20142260046 ,重庆蜀水仪器厂 ,佛山健多多医疗器械有限公司,有
 佛山凯洋KY810    1张/盒, ,1张/盒,1  个  ,粤食药监械(准)字2013第2561061号 ,广东凯洋医疗科技集团有限公司 ,佛山健多多医疗器械有限公司,有
 欧脉接尿器 女士专用    1个/盒, ,1个/盒,1  盒  ,鲁济食药监械(准)字2012第1260090号 ,济南欧脉医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 鱼跃手动轮椅(吸塑软座) H007    1张/盒, ,1张/盒,1  盒  ,苏食药监械(准)字2011第2560776号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
 杜蕾斯女性快感增强液    15ml瓶, ,15ml瓶,1  盒  ,鲁械注准20162660063 ,青岛伦敦杜蕾斯有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.25*50mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.25*50mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.30*13mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.30*13mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针红盒 环球牌一次性无菌针灸针红盒    0.35*25mm*100支/盒,环球牌一次性无菌针灸针红盒 ,0.35*25mm*100支/盒,100  盒  ,苏食药监械（准）字2012第2270523号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针蓝盒 环球牌一次性无菌针灸针蓝盒    0.30*40mm*100支/盒,环球牌一次性无菌针灸针蓝盒 ,0.30*40mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针蓝盒 环球牌一次性无菌针灸针蓝盒    0.35*40mm*100支/盒,环球牌一次性无菌针灸针蓝盒 ,0.35*40mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
环球牌一次性无菌针灸针蓝盒 环球牌一次性无菌针灸针蓝盒    0.35*60mm*100支/盒,环球牌一次性无菌针灸针蓝盒 ,0.35*60mm*100支/盒,100  盒  ,苏食药监械生产许2001-0030号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
 无菌棉球 独立包装    0.2g/粒 10粒/袋, ,0.2g/粒 10粒/袋,100  袋  ,鲁械注准20152640649 ,曹县华鑫卫生材料有限公司 ,佛山健多多医疗器械有限公司,有
 透气胶布(24卷/盒)    1.25*910cm(24卷/盒), ,1.25*910cm(24卷/盒),1  盒  ,豫焦食药监械生产备20150003 ,河南省焦作联盟卫生材料有限公司 ,佛山健多多医疗器械有限公司,有
 健之佳小二退热止咳贴    4贴/盒, ,4贴/盒,1  盒  ,皖阜食药监械生产备2014001号 ,安徽省德济堂药业有限公司 ,佛山健多多医疗器械有限公司,有
 环球牌梅花针 双头    1支/盒, ,1支/盒,1  盒  ,苏食药监械(准)字2012第2270801号 ,苏州针灸用品有限公司 ,佛山健多多医疗器械有限公司,有
 欧纯械字号成人纸尿裤    10片/包, ,10片/包,1  包  ,鲁青械备20160087号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
 便携式氧气呼吸器    1L/瓶, ,1L/瓶,1  瓶  ,苏食药监械(准)字2012第2560833号 ,连云港利丰医用氧产品有限公司 ,佛山健多多医疗器械有限公司,有
 健之佳成人疝气    1条/盒, ,1条/盒,1  盒  ,鲁济食药监械(准)字2013第1260084号 ,济南欧脉医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 仙鹤牌TDP神灯电磁波治疗仪CQ-10    1台/盒, ,1台/盒,1  盒  ,渝食药监械(准)字2014第2260006号 ,重庆航天火箭电子技术有限公司 ,佛山健多多医疗器械有限公司,有
攀高颈椎治疗仪PG-2601B8 攀高颈椎治疗仪PG-2601B8    1个/盒,攀高颈椎治疗仪PG-2601B8 ,1个/盒,1  盒  ,粤食药监械(准)字2014第2261105号 ,深圳市攀高电子有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌七星针皮肤针单头 华佗牌七星针皮肤针单头    1条/盒,华佗牌七星针皮肤针单头 ,1条/盒,1  盒  ,苏食药监械(准)字2012第2270930号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华伦电磁波治疗仪TDP神灯台式电烤灯理疗灯家用CQJ-16B 华伦电磁波治疗仪TDP神灯台式电烤灯理疗灯家用CQJ-16B    1台/盒,华伦电磁波治疗仪TDP神灯台式电烤灯理疗灯家用CQJ-16B ,1台/盒,1  盒  ,渝食药监械(准)字2012第2260090号(更) ,重庆华伦医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
羊城牌场效应治疗仪 理疗仪 YC-EOIIB 羊城牌场效应治疗仪 理疗仪 YC-EOIIB    1台/盒,羊城牌场效应治疗仪 理疗仪 YC-EOIIB ,1台/盒,1  盒  ,食药监械(准)字2013第2260774号 ,广州羊城电子有限公司 ,佛山健多多医疗器械有限公司,有
倍尔康体温计电子耳温计ET001 倍尔康体温计电子耳温计ET001    1台/盒,倍尔康体温计电子耳温计ET001 ,1台/盒,1  盒  ,粤械注准20152200005 ,广州市金鑫宝电子有限公司 ,佛山健多多医疗器械有限公司,有
华鸿一次性末梢28G 华鸿一次性末梢28G    50支/盒,华鸿一次性末梢28G ,50支/盒,1  盒  ,津械注准20152410009 ,天津华鸿科技股份有限公司 ,佛山健多多医疗器械有限公司,有
西门子助听器灵捷P 西门子助听器灵捷P    1台/盒,西门子助听器灵捷P ,1台/盒,1  盒  ,苏食药监械(准)字2012第2460710号 ,西门子听力仪器(苏州)有限公司 ,佛山健多多医疗器械有限公司,有
倍尔康非接触式红外体温计JXB-178 倍尔康非接触式红外体温计JXB-178    1台/盒,倍尔康非接触式红外体温计JXB-178 ,1台/盒,1  盒  ,粤械注准20162200505 ,广州市金鑫宝电子有限公司 ,佛山健多多医疗器械有限公司,有
雾化杯维力面罩式儿童B型 雾化杯维力面罩式儿童B型    1台/盒,雾化杯维力面罩式儿童B型 ,1台/盒,1  盒  ,粤食药监械生产许20010161号 ,广州维力医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
佳禾D03全弹透气型束腹带M码 佳禾D03全弹透气型束腹带M码    1套/盒,佳禾D03全弹透气型束腹带M码 ,1套/盒,1  盒  ,冀衡食药监械生产备20140001号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
佳禾D03全弹透气型束腹带S码 佳禾D03全弹透气型束腹带S码    1套/盒,佳禾D03全弹透气型束腹带S码 ,1套/盒,1  盒  ,冀衡食药监械生产备20140001号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
佳禾D03全弹透气型束腹带XL码 佳禾D03全弹透气型束腹带XL码    1套/盒,佳禾D03全弹透气型束腹带XL码 ,1套/盒,1  盒  ,冀衡食药监械生产备20140001号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
静脉曲张袜 中筒型XXL 静脉曲张袜 中筒型XXL    一盒,静脉曲张袜 中筒型XXL ,一盒,1  盒  ,浙食药监械（准）字2010第2640539号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
静脉曲张袜 长筒型XL 静脉曲张袜 长筒型XL    一盒,静脉曲张袜 长筒型XL ,一盒,1  盒  ,浙食药监械（准）字2010第2640538号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
健之佳成人纸尿裤XL 健之佳成人纸尿裤XL    8片*包,健之佳成人纸尿裤XL ,8片*包,1  包  ,鲁青械备20160157号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
健之佳 红外体温计 健之佳 红外体温计    1个/盒,健之佳 红外体温计 ,1个/盒,1  盒  ,粤械注准20162200953 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
健之佳申瑞 助听器 C-109 充电式 健之佳申瑞 助听器 C-109 充电式    1个/盒,健之佳申瑞 助听器 C-109 充电式 ,1个/盒,1  盒  ,粤食药监械（准）字2013第2460893号 ,青岛三爱医疗科技有限公司 ,佛山健多多医疗器械有限公司,有
腹带 3件套 收胃收腹收胯三件套 腹带 3件套 收胃收腹收胯三件套    3件套,腹带 3件套 收胃收腹收胯三件套 ,3件套,1  盒  ,鲁青械备20160100号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
手动吸痰器 配吸痰管 手动吸痰器 配吸痰管    1个/盒,手动吸痰器 配吸痰管 ,1个/盒,1  盒  ,豫新食药监械（准）字2014第1660001号 ,青岛健之佳生物科技有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.25*25mm*100支/盒,华佗牌承臻一次性针灸针 ,0.25*25mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270867号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.25*75mm*100支/盒,华佗牌承臻一次性针灸针 ,0.25*75mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270871号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.35*40mm*100支/盒,华佗牌承臻一次性针灸针 ,0.35*40mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270879号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.35*50mm*100支/盒,华佗牌承臻一次性针灸针 ,0.35*50mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270880号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌承臻一次性针灸针 承臻针灸针     0.40*75mm*100支/盒,华佗牌承臻一次性针灸针 ,0.40*75mm*100支/盒,1  盒  ,苏食药监械(准)字2012第2270885号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌悦臻一次性针灸针 悦臻针灸针     0.25*25mm*100支/盒,华佗牌悦臻一次性针灸针 ,0.25*25mm*100支/盒,1  盒  ,苏械注准20162270970 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌悦臻一次性针灸针 悦臻针灸针     0.35*50mm*100支/盒,华佗牌悦臻一次性针灸针 ,0.35*50mm*100支/盒,1  盒  ,苏械注准20162270970 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌悦臻一次性针灸针 悦臻针灸针     0.40*40mm*100支/盒,华佗牌悦臻一次性针灸针 ,0.40*40mm*100支/盒,1  盒  ,苏械注准20162270970 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
华佗牌悦臻一次性针灸针 悦臻针灸针     0.40*75mm*100支/盒,华佗牌悦臻一次性针灸针 ,0.40*75mm*100支/盒,1  盒  ,苏械注准20162270970 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
欧纯 一次性使用无菌敷贴 欧纯 一次性使用无菌敷贴    7cm*9cm片(80片/盒),欧纯 一次性使用无菌敷贴 ,7cm*9cm片(80片/盒),1  盒  ,浙械注准20152640458 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
欧纯暖脚鞋垫 1双装 欧纯暖脚鞋垫 1双装    4片/盒,欧纯暖脚鞋垫 1双装 ,4片/盒,1  盒  ,鲁青械备20160088号 ,青岛千江生物工程有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃吸痰器7E-A便携式 鱼跃吸痰器7E-A便携式    1台/盒,鱼跃吸痰器7E-A便携式 ,1台/盒,1  盒  ,苏食药监械(准)字2013第2230698号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃颈椎牵引器 C型 鱼跃颈椎牵引器 C型    1个/盒,鱼跃颈椎牵引器 C型 ,1个/盒,1  盒  ,苏镇食药监械(准)字2011第1260019号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃雾化器403K 鱼跃雾化器403K    1台/盒,鱼跃雾化器403K ,1台/盒,1  盒  ,苏食药监械(准)字2012第2260033 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃听诊器（单用） 鱼跃听诊器（单用）    1台/盒,鱼跃听诊器（单用） ,1台/盒,1  盒  ,苏镇食药监械(准)字2011第1200018号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃玻璃体温计腋下型大刻度 鱼跃玻璃体温计腋下型大刻度    10支/盒,鱼跃玻璃体温计腋下型大刻度 ,10支/盒,1  支  ,苏食药监械(准)字2011第2201153号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃双水平全自动呼吸机YH-720 鱼跃双水平全自动呼吸机YH-720    1台/盒,鱼跃双水平全自动呼吸机YH-720 ,1台/盒,1  盒  ,苏械注准20172540417 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
鱼跃助行器YU750 鱼跃助行器YU750    1根/盒,鱼跃助行器YU750 ,1根/盒,1  盒  ,苏食药监械(准)字2011第2560776号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙HEM-7113 欧姆龙HEM-7113    1台/盒,欧姆龙HEM-7113 ,1台/盒,1  盒  ,辽食药监械(准)字2011第2200044号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙制氧机HAO-3010 3L 欧姆龙制氧机HAO-3010 3L    1台/盒,欧姆龙制氧机HAO-3010 3L ,1台/盒,1  盒  ,辽械注准20152540036 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
欧姆龙低频理疗仪HV-F127 欧姆龙低频理疗仪HV-F127    1台/盒,欧姆龙低频理疗仪HV-F127 ,1台/盒,1  盒  ,辽食药监械(准)字2014第2260002号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
鼻窦冲洗器 鼻窦冲洗器    1个/盒,鼻窦冲洗器 ,1个/盒,1  盒  ,鲁青械备20170004号 ,海氏海诺倍适威医疗用品（青岛）有限公司 ,佛山健多多医疗器械有限公司,有
康祝 拔罐器 C型16罐 康祝 拔罐器 C型16罐    16个/盒,康祝 拔罐器 C型16罐 ,16个/盒,1  盒  ,京东械备20150020号 ,北京康达五洲医疗器械中心 ,佛山健多多医疗器械有限公司,有
康祝拔罐器B型12罐 康祝拔罐器B型12罐    12个/盒,康祝拔罐器B型12罐 ,12个/盒,1  盒  ,京东械备20140020号 ,北京康祝医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
康祝拔罐器F型12罐 康祝拔罐器F型12罐    12个/盒,康祝拔罐器F型12罐 ,12个/盒,1  盒  ,京药监械(准)字2013第1270498号 ,北京康祝医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
康祝拔罐器B型12罐 康祝拔罐器B型12罐    12个/盒,康祝拔罐器B型12罐 ,12个/盒,1  盒  ,京东械备20140020号 ,北京康祝医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
康祝拔罐器F型12罐 康祝拔罐器F型12罐    12个/盒,康祝拔罐器F型12罐 ,12个/盒,1  盒  ,京药监械(准)字2013第1270498号 ,北京康祝医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
康祝拔罐器 康祝拔罐器    14个/盒,康祝拔罐器 ,14个/盒,1  盒  ,京药监械(准)字2011第1270138号 ,北京康祝医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
康祝拔罐器 C1×8 康祝拔罐器 C1×8    8个/盒,康祝拔罐器 C1×8 ,8个/盒,1  盒  ,京药监械(准)字2011第1270138号 ,北京康祝医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
百捷总胆固醇试纸25片 百捷总胆固醇试纸25片    25片/盒,百捷总胆固醇试纸25片 ,25片/盒,1  盒  ,国械注许20172400001 ,台湾勤立生物科技股份有限公司 ,佛山健多多医疗器械有限公司,有
百捷试纸套装 百捷试纸套装    三合一,百捷试纸套装 ,三合一,1  盒  ,国械注许20152400093 ,台湾勤立生物科技股份有限公司 ,佛山健多多医疗器械有限公司,有
 豪邦颈椎牵引固定器A-II型（带颈托）     1条/盒, ,1条/盒,1  盒  ,冀衡食药监械（准）字2014第1260006号 ,衡水华瑞医疗器械厂 ,佛山健多多医疗器械有限公司,有
 华佗电子针疗仪 SDZ-II型     1台/盒, ,1台/盒,1  盒  ,苏食药监械(准)字2013第2270611号 ,苏州医疗用品厂有限公司 ,佛山健多多医疗器械有限公司,有
 佛山东方轮椅FS609U     1张/盒, ,1张/盒,1  个  ,粤食药监械(准)字2013第2561053号 ,佛山市东方医疗设备厂 ,佛山健多多医疗器械有限公司,有
 佳禾疝气治疗带 普通儿童    1条/盒, ,1条/盒,1  盒  ,冀衡食药监械(准)字2013第1260033号 ,冀州市佳禾医疗器械有限公司 ,佛山健多多医疗器械有限公司,有
 宝尔通 A-80助听器     1台/盒, ,1台/盒,1  盒  ,粤食药监械(准)字2011第2460193号 ,中山市小榄镇森蓝电子厂 ,佛山健多多医疗器械有限公司,有
 享全健老人助听器 有线盒式助听器VHP-304 普通版带充电电池带充电器    1台/盒, ,1台/盒,1  盒  ,粤食药监械(准)字2010第2460292号 ,佛山市华弘科技有限公司 ,佛山健多多医疗器械有限公司,有
 欧姆龙 超声雾化器 NB-150U     1台/盒, ,1台/盒,1  盒  ,辽食药监械(准)字2011第25400016号 ,欧姆龙(大连)有限公司 ,佛山健多多医疗器械有限公司,有
 西门子助听器（耳背式）灵悦SP     1台/盒, ,1台/盒,1  盒  ,苏械注准20172461342 ,西方拓听力技术（苏州）有限公司 ,佛山健多多医疗器械有限公司,有
 倍稳I型测试条 50片试纸+50采血针    50片/盒, ,50片/盒,1  盒  ,浙食药监械(准)字2013第2400984号 ,微泰医疗器械(杭州)有限公司 ,佛山健多多医疗器械有限公司,有
 百瑞PARI雾化器 JuniorBOY SX    1台/盒, ,1台/盒,1  台  ,国食药监械(进)字2012第2544589号 ,德国（Germany） ,佛山健多多医疗器械有限公司,有
 鱼跃网式雾化器 M103    1台/盒, ,1台/盒,1  盒  ,苏食药监械(准)字2013第2230698号 ,江苏鱼跃医疗设备股份有限公司 ,佛山健多多医疗器械有限公司,有
